epoch,train_loss,val_loss,val_ade_m,val_fde_m,lr,time_s
47,0.05091555664936701,0.054356105625629425,0.056373707950115204,0.07485877722501755,0.00024458339846195065,0.14298605918884277
48,0.050198450684547424,0.05471011996269226,0.055352386087179184,0.07311725616455078,0.0002383738952177247,0.15083646774291992
49,0.048901441196600594,0.05411972105503082,0.05484109744429588,0.07304687052965164,0.00023192353573474653,0.13563108444213867
50,0.048769732316335045,0.05317649245262146,0.05452309176325798,0.07126396149396896,0.00022524999999999995,0.13460397720336914
51,0.04704455534617106,0.05257020518183708,0.05354200303554535,0.06941456347703934,0.0002183715797110622,0.1407184600830078
52,0.04790827011068662,0.05232512205839157,0.051466815173625946,0.06690923869609833,0.00021130712813983212,0.13771462440490723
53,0.04599718376994133,0.05194795876741409,0.05092533677816391,0.06615158915519714,0.00020407600845702238,0.1385197639465332
54,0.046893211702505745,0.05119955912232399,0.05112310126423836,0.06620527058839798,0.0001966980406590546,0.13706302642822266
55,0.0454703780512015,0.05076994746923447,0.0526459738612175,0.06907825171947479,0.00018919344724282683,0.14432954788208008
56,0.04449442153175672,0.05075771361589432,0.050357457250356674,0.06436029821634293,0.00018158279777725497,0.14058613777160645
57,0.042533272256453834,0.05056464672088623,0.05062073841691017,0.06767845153808594,0.00017388695252351449,0.1377265453338623
58,0.043816628555456795,0.05008099600672722,0.05216753110289574,0.07258839905261993,0.00016612700525851418,0.13953089714050293
59,0.044806985805432,0.04953023046255112,0.05097152665257454,0.06906799972057343,0.00015832422545832006,0.14050006866455078
60,0.04322327425082525,0.04876341670751572,0.04923238977789879,0.06464340537786484,0.0001505,0.14033174514770508
61,0.043509782602389656,0.04860673472285271,0.04773104563355446,0.06239224597811699,0.0001426757745416799,0.1375734806060791
62,0.042819214363892875,0.04825311154127121,0.047320906072854996,0.0629451647400856,0.00013487299474148582,0.15213584899902344
63,0.04345677544673284,0.0476740337908268,0.04900768771767616,0.06782302260398865,0.00012711304747648546,0.1370224952697754
64,0.04133725787202517,0.047351330518722534,0.05174337327480316,0.0744323655962944,0.00011941720222274495,0.13887429237365723
65,0.04291000341375669,0.047152623534202576,0.04963483288884163,0.06894201785326004,0.00011180655275717314,0.13384628295898438
66,0.041764844208955765,0.04707381874322891,0.04725563898682594,0.06225738301873207,0.00010430195934094535,0.13796639442443848
67,0.04089179138342539,0.04684998467564583,0.04791637137532234,0.06321707367897034,9.692399154297759e-05,0.15206241607666016
68,0.04097165043155352,0.04659247398376465,0.049410007894039154,0.06645064055919647,8.969287186016788e-05,0.13297700881958008
69,0.041058038671811424,0.046335794031620026,0.04991293326020241,0.0679844319820404,8.262842028893775e-05,0.14609289169311523
70,0.04000051816304525,0.0460241325199604,0.048224564641714096,0.0652041807770729,7.575000000000001e-05,0.16382813453674316
71,0.03916791453957558,0.045923128724098206,0.04693426191806793,0.06285706162452698,6.907646426525348e-05,0.1364583969116211
72,0.03981600950161616,0.04578203707933426,0.04602178558707237,0.06020064651966095,6.262610478227527e-05,0.13681674003601074
73,0.04078789676229159,0.045661211013793945,0.04634568467736244,0.05997633934020996,5.6416601538049315e-05,0.13875603675842285
74,0.039626789589722954,0.04562896490097046,0.04719812050461769,0.061428990215063095,5.046497434935073e-05,0.13521146774291992
75,0.03922648479541143,0.04567020758986473,0.04766680300235748,0.06269046664237976,4.478753621261114e-05,0.14301824569702148
76,0.03939235955476761,0.045665621757507324,0.04788776859641075,0.06347841769456863,3.939984859112958e-05,0.13813328742980957
77,0.03977855667471886,0.045632388442754745,0.047419846057891846,0.06289234012365341,3.431667876218284e-05,0.14141631126403809
78,0.03938925887147585,0.04558228328824043,0.046979501843452454,0.062298402190208435,2.955195934094537e-05,0.15270113945007324
79,0.03901675467689832,0.04552745446562767,0.04681307077407837,0.062069106847047806,2.5118750092159117e-05,0.1400165557861328
80,0.03964407245318095,0.045483171939849854,0.046526823192834854,0.06150230020284653,2.102920213422641e-05,0.1374068260192871
81,0.039741611729065575,0.04543699324131012,0.04665139317512512,0.061697155237197876,1.7294524633839014e-05,0.13789772987365723
82,0.039093432327111564,0.045383140444755554,0.04692360758781433,0.06223553791642189,1.3924954082431153e-05,0.14598393440246582
83,0.038532630850871406,0.045323699712753296,0.04726254567503929,0.06291967630386353,1.0929726238668339e-05,0.1378312110900879
84,0.03878660127520561,0.045274171978235245,0.04748985916376114,0.06338736414909363,8.317050813874547e-06,0.13890862464904785
85,0.039411297688881554,0.04522513970732689,0.04758617654442787,0.06365098804235458,6.094088969784286e-06,0.13587021827697754
86,0.040843866765499115,0.04518774896860123,0.047601521015167236,0.06373259425163269,4.266933690296049e-06,0.13345932960510254
87,0.03865079954266548,0.04516096040606499,0.047611210495233536,0.06376252323389053,2.8405930810269197e-06,0.13879132270812988
88,0.03869348888595899,0.04513999819755554,0.04763513803482056,0.06380527466535568,1.8189766424431264e-06,0.14764952659606934
89,0.03952635079622269,0.04512824863195419,0.04765617847442627,0.06384838372468948,1.204884554191212e-06,0.14886116981506348
90,0.03995440527796745,0.04512123763561249,0.04765993729233742,0.06385647505521774,0.0003,0.13840579986572266
91,0.0382219006617864,0.04452473670244217,0.04878092557191849,0.06474663317203522,0.0002999487700838458,0.14331436157226562
92,0.03966399778922399,0.04456328600645065,0.049455925822257996,0.06900203973054886,0.00029979511544580873,0.1347668170928955
93,0.03822761898239454,0.04475439339876175,0.04617772996425629,0.06276106089353561,0.0002995391413931026,0.14299726486206055
94,0.03779445836941401,0.04463919252157211,0.048871126025915146,0.06946023553609848,0.0002991810233575568,0.14699816703796387
95,0.0389895960688591,0.04365922510623932,0.044214408844709396,0.05895576626062393,0.0002987210067753846,0.1365814208984375
96,0.03915795808037122,0.04332101345062256,0.04335813596844673,0.05514098331332207,0.00029815940691897306,0.1574852466583252
97,0.03833432992299398,0.04321107268333435,0.04872014746069908,0.06824512034654617,0.0002974966086808112,0.13581371307373047
98,0.037217470506827034,0.04260023310780525,0.046601079404354095,0.0644296333193779,0.0002967330663097039,0.1531810760498047
99,0.0363242452343305,0.04245825111865997,0.04347064346075058,0.05669024586677551,0.00029586930309945264,0.1470928192138672
100,0.037084247916936874,0.042017243802547455,0.0472772940993309,0.0645693838596344,0.00029490591103021566,0.14487195014953613
101,0.037270656476418175,0.04178155958652496,0.04611881822347641,0.0597502700984478,0.00029384355036279485,0.15448379516601562
102,0.036973580718040466,0.04127543419599533,0.044362206012010574,0.05690186470746994,0.0002926829491861254,0.15778136253356934
103,0.036189292867978416,0.04119594022631645,0.04120677337050438,0.055297791957855225,0.00029142490291828065,0.13679146766662598
104,0.03592318668961525,0.04079027473926544,0.0410986952483654,0.054279521107673645,0.0002900702737613316,0.13869476318359375
105,0.035595895101626716,0.04040589928627014,0.03955022245645523,0.05317264050245285,0.0002886199901104373,0.14359331130981445
106,0.034150282541910805,0.040369533002376556,0.03846520557999611,0.0530904158949852,0.00028707504591756876,0.13371062278747559
107,0.034138439844051995,0.04001414030790329,0.04311838746070862,0.05831712856888771,0.0002854365000103042,0.13422203063964844
108,0.03439827884236971,0.039722561836242676,0.042161744087934494,0.05596311390399933,0.00028370547536616097,0.1410515308380127
109,0.033934030681848526,0.040366239845752716,0.04353795945644379,0.0593554750084877,0.00028188315834296377,0.13875794410705566
110,0.03504062071442604,0.03936580568552017,0.040281299501657486,0.054190944880247116,0.0002799707978657736,0.13814687728881836
111,0.03363125895460447,0.03873024135828018,0.0413997620344162,0.05643349885940552,0.0002779697045709368,0.13605594635009766
112,0.03360939398407936,0.03929857909679413,0.04397470876574516,0.0626901239156723,0.00027588124990784085,0.1412646770477295
113,0.032562147825956345,0.0390990674495697,0.0411512665450573,0.05733610317111015,0.0002737068651989913,0.13535761833190918
114,0.033158641308546066,0.038766104727983475,0.04211334139108658,0.0548999086022377,0.0002714480406590546,0.13437366485595703
115,0.03333221500118574,0.03861503303050995,0.04677595943212509,0.06343330442905426,0.00026910632437353966,0.14610075950622559
116,0.03335887317856153,0.038527727127075195,0.04372856393456459,0.05930843949317932,0.00026668332123781714,0.13882970809936523
117,0.03281421214342117,0.03842443227767944,0.039637740701436996,0.054757215082645416,0.00026418069185720465,0.13617658615112305
118,0.03348620111743609,0.037899769842624664,0.04068387299776077,0.05670495331287384,0.00026160015140887043,0.1389169692993164
119,0.03329539547363917,0.03751015290617943,0.041917044669389725,0.056322939693927765,0.000258943468466337,0.13944292068481445
120,0.03291782736778259,0.0374259315431118,0.03640061244368553,0.04520944505929947,0.00025621246378738883,0.14260149002075195
121,0.03285439188281695,0.036858368664979935,0.03857208788394928,0.051401980221271515,0.0002534090090662162,0.13976526260375977
122,0.03068969026207924,0.037060998380184174,0.04425228014588356,0.0628947839140892,0.0002505350256506493,0.14586663246154785
123,0.031171267852187157,0.03716791421175003,0.04305989667773247,0.06193457543849945,0.00024759248322536243,0.13850784301757812
124,0.03130854542056719,0.03683682531118393,0.03748161718249321,0.04966701194643974,0.00024458339846195065,0.1436607837677002
125,0.030721892913182575,0.03651374578475952,0.03926043584942818,0.04747568815946579,0.0002415098336368037,0.13913202285766602
126,0.02965287243326505,0.036336254328489304,0.04008600488305092,0.051506854593753815,0.0002383738952177247,0.14798665046691895
127,0.0303906612098217,0.03641285002231598,0.03867712989449501,0.054540567100048065,0.00023517773242026248,0.1518404483795166
128,0.030266307294368744,0.03624724969267845,0.04089195653796196,0.06132906675338745,0.00023192353573474653,0.14479613304138184
129,0.029666775837540627,0.0356082059442997,0.04073207080364227,0.05812064930796623,0.0002286135354250343,0.13396549224853516
130,0.03138188955684503,0.03541309013962746,0.036756329238414764,0.04508737102150917,0.00022524999999999995,0.1435987949371338
131,0.030202943210800488,0.03603807091712952,0.03687925264239311,0.04661336541175842,0.00022183523465881143,0.14045214653015137
132,0.03061409294605255,0.035889074206352234,0.04134152829647064,0.05893247574567795,0.0002183715797110622,0.14682888984680176
133,0.029410821696122486,0.03551878780126572,0.038657817989587784,0.055272623896598816,0.0002148614089728401,0.14343738555908203
134,0.029157893111308415,0.03508339822292328,0.03675202280282974,0.048209916800260544,0.00021130712813983212,0.13991069793701172
135,0.029212893297274906,0.03472556173801422,0.03886337950825691,0.051506657153367996,0.00020771117313858088,0.13599896430969238
136,0.02953711835046609,0.035067204385995865,0.040709517896175385,0.05930361524224281,0.00020407600845702238,0.14300155639648438
137,0.02848794621725877,0.034528858959674835,0.03728063777089119,0.05172315239906311,0.0002004041254554487,0.13773798942565918
138,0.029837910706798237,0.034351687878370285,0.037233736366033554,0.05281423404812813,0.0001966980406590546,0.14244651794433594
139,0.0298864742120107,0.03464207798242569,0.04121038690209389,0.05963106453418732,0.00019296029403323642,0.14826250076293945
140,0.028472259640693665,0.034966111183166504,0.041148219257593155,0.05789613723754883,0.00018919344724282683,0.1434018611907959
141,0.029044862215717632,0.034833624958992004,0.04039114713668823,0.05845025181770325,0.00018540008189645783,0.13783645629882812
142,0.026682525873184204,0.0336746871471405,0.03833673149347305,0.05395454540848732,0.00018158279777725497,0.1435854434967041
143,0.02788140873114268,0.033517561852931976,0.03867069259285927,0.054687365889549255,0.00017774421106107603,0.13949990272521973
144,0.026678593829274178,0.033656537532806396,0.038735728710889816,0.054627567529678345,0.00017388695252351449,0.14310503005981445
145,0.027997862547636032,0.03394694626331329,0.03852369636297226,0.05458864942193031,0.00017001366573689768,0.13487577438354492
1,0.1666093518336614,0.15943507850170135,0.30003371834754944,0.5646335482597351,0.0002991810233575568,0.43352365493774414
2,0.1478501707315445,0.1504451036453247,0.2800740599632263,0.5327929854393005,0.0002967330663097039,0.16845917701721191
3,0.13909843067328134,0.1421855092048645,0.261568158864975,0.4998270869255066,0.0002926829491861254,0.17592883110046387
4,0.12771901488304138,0.13419774174690247,0.2439919412136078,0.4669343829154968,0.00028707504591756876,0.16643381118774414
5,0.11950304607550304,0.12657469511032104,0.22659826278686523,0.43295833468437195,0.0002799707978657736,0.16436409950256348
6,0.1134870449701945,0.1204112246632576,0.21000494062900543,0.39925557374954224,0.0002714480406590546,0.1687612533569336
7,0.10647538801034291,0.11525364220142365,0.1958041787147522,0.36839160323143005,0.00026160015140887043,0.1681046485900879
8,0.1016100545724233,0.11068162322044373,0.18310749530792236,0.3405147194862366,0.0002505350256506493,0.1641557216644287
9,0.09965189049641292,0.10583808273077011,0.17001304030418396,0.3141988515853882,0.0002383738952177247,0.18161773681640625
10,0.09498569866021474,0.10185859352350235,0.1598796397447586,0.29476994276046753,0.00022524999999999995,0.16394519805908203
11,0.09205383062362671,0.09874293953180313,0.15151867270469666,0.2794961929321289,0.00021130712813983212,0.16536450386047363
12,0.088833952943484,0.0959664136171341,0.14438818395137787,0.2648239731788635,0.0001966980406590546,0.16483759880065918
13,0.08721922586361568,0.09345804899930954,0.13802051544189453,0.24952387809753418,0.00018158279777725497,0.16726016998291016
14,0.08553228278954823,0.09129409492015839,0.13209912180900574,0.23458202183246613,0.00016612700525851418,0.1659986972808838
15,0.082095002134641,0.08929159492254257,0.1270028054714203,0.2228907197713852,0.0001505,0.16669654846191406
16,0.08226465433835983,0.08753494918346405,0.12301356345415115,0.21328987181186676,0.00013487299474148582,0.16370415687561035
17,0.08169115831454594,0.08591954410076141,0.11902033537626266,0.20533530414104462,0.00011941720222274495,0.16695451736450195
18,0.07933419942855835,0.08484169095754623,0.11625390499830246,0.20041526854038239,0.00010430195934094535,0.16334199905395508
19,0.07784780611594518,0.08381286263465881,0.1133938655257225,0.19522011280059814,8.969287186016788e-05,0.17272281646728516
20,0.0785606602827708,0.08293472230434418,0.11112179607152939,0.19061681628227234,7.575000000000001e-05,0.1627974510192871
21,0.07392295946677525,0.08232167363166809,0.10972663015127182,0.1871597170829773,6.262610478227527e-05,0.1608600616455078
22,0.07492685566345851,0.08194564282894135,0.10909177362918854,0.1850987821817398,5.046497434935073e-05,0.1666576862335205
23,0.07576111952463786,0.08165077865123749,0.10855641216039658,0.18342849612236023,3.939984859112958e-05,0.16799378395080566
24,0.07445619503657024,0.08136467635631561,0.10794345289468765,0.18178777396678925,2.955195934094537e-05,0.16938567161560059
25,0.07429338743289311,0.08115226030349731,0.10737773030996323,0.1803024411201477,2.102920213422641e-05,0.17810297012329102
26,0.07383560140927632,0.08097866922616959,0.10694028437137604,0.17924217879772186,1.3924954082431153e-05,0.1691455841064453
27,0.07583893338839214,0.08084868639707565,0.10666374862194061,0.17864346504211426,8.317050813874547e-06,0.16751766204833984
28,0.07427198439836502,0.08078154176473618,0.10650770366191864,0.17832954227924347,4.266933690296049e-06,0.17052459716796875
29,0.07300509512424469,0.08074318617582321,0.10642711073160172,0.17816072702407837,1.8189766424431264e-06,0.19409894943237305
30,0.0738722359140714,0.0807267427444458,0.10639585554599762,0.17810429632663727,0.0003,0.17166543006896973
31,0.0737884243329366,0.07920750975608826,0.1014479324221611,0.16780205070972443,0.00029979511544580873,0.1723191738128662
32,0.07354811082283656,0.07747573405504227,0.09613612294197083,0.15396910905838013,0.0002991810233575568,0.16839957237243652
33,0.07183827956517537,0.07581650465726852,0.08952073752880096,0.13809651136398315,0.00029815940691897306,0.17548632621765137
34,0.0724314550558726,0.07428110390901566,0.08773805946111679,0.13378605246543884,0.0002967330663097039,0.16397500038146973
35,0.06837998578945796,0.07323267310857773,0.0880049541592598,0.13428287208080292,0.00029490591103021566,0.18004202842712402
36,0.06713948398828506,0.0726882591843605,0.08829496055841446,0.135994553565979,0.0002926829491861254,0.17302274703979492
37,0.06653076161940892,0.07181615382432938,0.08538114279508591,0.12649491429328918,0.0002900702737613316,0.16695261001586914
38,0.06365094582239787,0.07070208340883255,0.08291268348693848,0.12106232345104218,0.00028707504591756876,0.17701196670532227
39,0.0640359769264857,0.06820133328437805,0.07925806194543839,0.11751706153154373,0.00028370547536616097,0.16426968574523926
40,0.06336121261119843,0.06702125817537308,0.07683965563774109,0.11561085283756256,0.0002799707978657736,0.17252826690673828
41,0.06071383009354273,0.06619637459516525,0.07365373522043228,0.110059954226017,0.00027588124990784085,0.16884922981262207
42,0.05931087831656138,0.06581223011016846,0.07186513394117355,0.10555760562419891,0.0002714480406590546,0.17319798469543457
43,0.06028720115621885,0.06547902524471283,0.0715232565999031,0.10671643167734146,0.00026668332123781714,0.17322087287902832
44,0.0602074625591437,0.06434307247400284,0.07111698389053345,0.10646552592515945,0.00026160015140887043,0.16323375701904297
45,0.058300867676734924,0.06336919963359833,0.070732481777668,0.1047632172703743,0.00025621246378738883,0.16842126846313477
46,0.0557415634393692,0.06240193918347359,0.06998223066329956,0.10060624033212662,0.0002505350256506493,0.1687757968902588
47,0.05609554797410965,0.06132856011390686,0.06748735904693604,0.09657484292984009,0.00024458339846195065,0.17916321754455566
48,0.055405713617801666,0.06100939214229584,0.06520110368728638,0.0947054848074913,0.0002383738952177247,0.18266081809997559
49,0.05609232559800148,0.060335319489240646,0.0631672739982605,0.09123434871435165,0.00023192353573474653,0.16753458976745605
50,0.05525672063231468,0.05908123403787613,0.05945022776722908,0.08320315927267075,0.00022524999999999995,0.17736339569091797
51,0.053393026192982994,0.05811210721731186,0.05786615237593651,0.07960809767246246,0.0002183715797110622,0.1688849925994873
52,0.051370964696009956,0.0570790059864521,0.0583643913269043,0.07920732349157333,0.00021130712813983212,0.16874408721923828
53,0.05166991800069809,0.05715430900454521,0.06185387074947357,0.08613871783018112,0.00020407600845702238,0.1748063564300537
54,0.05098237842321396,0.057283513247966766,0.06135762110352516,0.08811546117067337,0.0001966980406590546,0.17057180404663086
55,0.05098597829540571,0.057382963597774506,0.05908811837434769,0.08536726981401443,0.00018919344724282683,0.17119717597961426
56,0.04980386048555374,0.0566696859896183,0.05573716759681702,0.07864698022603989,0.00018158279777725497,0.16501951217651367
57,0.049764356265465416,0.05566413328051567,0.05411868914961815,0.0737188309431076,0.00017388695252351449,0.16504144668579102
58,0.04945612574617068,0.05505317449569702,0.05398079752922058,0.07264379411935806,0.00016612700525851418,0.16429448127746582
59,0.047688143948713936,0.0551043264567852,0.054046906530857086,0.07363537698984146,0.00015832422545832006,0.1674959659576416
60,0.04828380544980367,0.054500654339790344,0.05300591513514519,0.07314137369394302,0.0001505,0.1677696704864502
61,0.048467934131622314,0.053989581763744354,0.052222706377506256,0.07237900793552399,0.0001426757745416799,0.19124865531921387
62,0.04780021930734316,0.053677354007959366,0.0511314682662487,0.07041584700345993,0.00013487299474148582,0.16529488563537598
63,0.047346729785203934,0.05335896089673042,0.05052774399518967,0.06923562288284302,0.00012711304747648546,0.16553187370300293
64,0.04661930724978447,0.053248777985572815,0.05044286325573921,0.06880459934473038,0.00011941720222274495,0.16880345344543457
65,0.04480072855949402,0.053237903863191605,0.0507340133190155,0.06878677010536194,0.00011180655275717314,0.17409396171569824
66,0.04561753819386164,0.05311182141304016,0.049811266362667084,0.06793912500143051,0.00010430195934094535,0.16949200630187988
67,0.046080246567726135,0.05263594910502434,0.048705339431762695,0.06633541733026505,9.692399154297759e-05,0.1662123203277588
68,0.044194081177314125,0.05218686908483505,0.04813995212316513,0.06520866602659225,8.969287186016788e-05,0.1698911190032959
69,0.045084322492281594,0.05188290774822235,0.04850289225578308,0.06583285331726074,8.262842028893775e-05,0.17005348205566406
70,0.04513569176197052,0.05156460404396057,0.04835983365774155,0.0653906762599945,7.575000000000001e-05,0.16523408889770508
71,0.044783069441715874,0.05142781138420105,0.04822926223278046,0.06474475562572479,6.907646426525348e-05,0.1697230339050293
72,0.04579532022277514,0.05122268199920654,0.04816601052880287,0.06445260345935822,6.262610478227527e-05,0.17246127128601074
73,0.04545571034153303,0.05089913308620453,0.04797341674566269,0.06450455635786057,5.6416601538049315e-05,0.16671466827392578
74,0.04593798145651817,0.050572413951158524,0.047684311866760254,0.06375565379858017,5.046497434935073e-05,0.16886305809020996
75,0.04496274764339129,0.05044444277882576,0.04779611527919769,0.06338643282651901,4.478753621261114e-05,0.17086172103881836
76,0.044116340577602386,0.05032634362578392,0.04777197539806366,0.06345894187688828,3.939984859112958e-05,0.1712493896484375
77,0.04507144292195638,0.05022779107093811,0.04761159420013428,0.06369089335203171,3.431667876218284e-05,0.16817760467529297
78,0.04315094898144404,0.050183989107608795,0.04734709486365318,0.06359665095806122,2.955195934094537e-05,0.16910481452941895
79,0.043007424722115196,0.05018267035484314,0.04718827083706856,0.0635354220867157,2.5118750092159117e-05,0.18814730644226074
80,0.04500259459018707,0.05019576475024223,0.047192152589559555,0.0640191063284874,2.102920213422641e-05,0.17267584800720215
81,0.04408255716164907,0.050179656594991684,0.047216448932886124,0.06433022767305374,1.7294524633839014e-05,0.17536067962646484
82,0.04302305355668068,0.05014718696475029,0.047227587550878525,0.06446579843759537,1.3924954082431153e-05,0.16785860061645508
83,0.04416915153463682,0.05012925714254379,0.04705095291137695,0.06422640383243561,1.0929726238668339e-05,0.16706037521362305
84,0.04413070405522982,0.05009967088699341,0.04697849974036217,0.06412681192159653,8.317050813874547e-06,0.1658158302307129
85,0.04194589455922445,0.05007132515311241,0.04692808538675308,0.06406350433826447,6.094088969784286e-06,0.16610097885131836
86,0.04296187808116277,0.05004623904824257,0.04690258577466011,0.06397679448127747,4.266933690296049e-06,0.1707768440246582
87,0.04396039123336474,0.05003069341182709,0.04689081758260727,0.06392738968133926,2.8405930810269197e-06,0.1657695770263672
88,0.043437873323758446,0.050020039081573486,0.04689112678170204,0.06388310343027115,1.8189766424431264e-06,0.16621160507202148
89,0.043947203705708184,0.05000939965248108,0.0468841977417469,0.06383311003446579,1.204884554191212e-06,0.16396164894104004
90,0.04322959606846174,0.05000273138284683,0.04688291251659393,0.0638122484087944,0.0003,0.16559123992919922
91,0.042105441292126976,0.04985430836677551,0.04775413125753403,0.0637364611029625,0.0002999487700838458,0.17091083526611328
92,0.044688561310370765,0.04977627098560333,0.045272380113601685,0.06127406284213066,0.00029979511544580873,0.16640567779541016
93,0.04168011744817098,0.04940648004412651,0.044594962149858475,0.06069203466176987,0.0002995391413931026,0.18308687210083008
94,0.04335269952813784,0.048250921070575714,0.04728446900844574,0.0650811567902565,0.0002991810233575568,0.17690443992614746
95,0.043173866967360176,0.04825587570667267,0.046298325061798096,0.06264406442642212,0.0002987210067753846,0.18614840507507324
96,0.04162026817599932,0.048128776252269745,0.04738059639930725,0.06579841673374176,0.00029815940691897306,0.16949009895324707
97,0.042719706892967224,0.04703191667795181,0.04201006516814232,0.05750288441777229,0.0002974966086808112,0.16965246200561523
98,0.04086028536160787,0.04634428024291992,0.04306001588702202,0.05715318024158478,0.0002967330663097039,0.16864442825317383
